"Notes"	"State"	"State Code"	"County"	"County Code"	"Year"	"Year Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	% of Total Deaths
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2003"	"2003"	"1-4 years"	"1-4"	Suppressed	1766	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2003"	"2003"	"5-14 years"	"5-14"	Suppressed	4203	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2003"	"2003"	"15-24 years"	"15-24"	Suppressed	4688	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2003"	"2003"	"25-34 years"	"25-34"	Suppressed	3905	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2003"	"2003"	"35-44 years"	"35-44"	Suppressed	3985	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2003"	"2003"	"45-54 years"	"45-54"	12	2791	Unreliable	222.2	751.0	124.1	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2003"	"2003"	"55-64 years"	"55-64"	20	1913	1045.5	638.6	1614.7	233.8	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2003"	"2003"	"65-74 years"	"65-74"	20	1333	1500.4	916.5	2317.2	335.5	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2003"	"2003"	"75-84 years"	"75-84"	38	678	5604.7	3966.2	7692.9	909.2	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2003"	"2003"	"85+ years"	"85+"	28	205	13658.5	9076.0	19740.4	2581.2	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2003"	"2003"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2004"	"2004"	"< 1 year"	"1"	Suppressed	529	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2004"	"2004"	"1-4 years"	"1-4"	0	1795	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2004"	"2004"	"5-14 years"	"5-14"	Suppressed	4074	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2004"	"2004"	"15-24 years"	"15-24"	Suppressed	5040	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2004"	"2004"	"25-34 years"	"25-34"	Suppressed	3859	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2004"	"2004"	"35-44 years"	"35-44"	Suppressed	3931	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2004"	"2004"	"45-54 years"	"45-54"	14	2887	Unreliable	265.1	813.6	129.6	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2004"	"2004"	"55-64 years"	"55-64"	29	1975	1468.4	983.4	2108.8	272.7	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2004"	"2004"	"65-74 years"	"65-74"	33	1352	2440.8	1680.1	3427.8	424.9	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2004"	"2004"	"75-84 years"	"75-84"	32	677	4726.7	3233.1	6672.7	835.6	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2004"	"2004"	"85+ years"	"85+"	33	236	13983.1	9625.2	19637.4	2434.1	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2004"	"2004"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2005"	"2005"	"< 1 year"	"1"	Suppressed	526	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2005"	"2005"	"1-4 years"	"1-4"	0	1838	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2005"	"2005"	"5-14 years"	"5-14"	0	3865	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2005"	"2005"	"15-24 years"	"15-24"	Suppressed	4993	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2005"	"2005"	"25-34 years"	"25-34"	Suppressed	3754	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2005"	"2005"	"35-44 years"	"35-44"	Suppressed	3646	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2005"	"2005"	"45-54 years"	"45-54"	12	3006	Unreliable	206.3	697.3	115.2	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2005"	"2005"	"55-64 years"	"55-64"	17	1998	Unreliable	495.7	1362.3	206.4	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2005"	"2005"	"65-74 years"	"65-74"	29	1371	2115.2	1416.6	3037.9	392.8	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2005"	"2005"	"75-84 years"	"75-84"	39	696	5603.4	3984.6	7660.1	897.3	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2005"	"2005"	"85+ years"	"85+"	44	226	19469.0	14146.2	26136.2	2935.1	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2005"	"2005"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2006"	"2006"	"< 1 year"	"1"	Suppressed	545	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2006"	"2006"	"1-4 years"	"1-4"	0	1873	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2006"	"2006"	"5-14 years"	"5-14"	0	3869	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2006"	"2006"	"15-24 years"	"15-24"	Suppressed	4631	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2006"	"2006"	"25-34 years"	"25-34"	Suppressed	3948	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2006"	"2006"	"35-44 years"	"35-44"	Suppressed	3540	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2006"	"2006"	"45-54 years"	"45-54"	16	3042	Unreliable	300.6	854.1	131.5	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2006"	"2006"	"55-64 years"	"55-64"	15	2096	Unreliable	400.5	1180.4	184.8	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2006"	"2006"	"65-74 years"	"65-74"	30	1430	2097.9	1415.5	2994.9	383.0	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2006"	"2006"	"75-84 years"	"75-84"	45	718	6267.4	4571.5	8386.3	934.3	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2006"	"2006"	"85+ years"	"85+"	47	235	20000.0	14695.2	26595.8	2917.3	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2006"	"2006"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2007"	"2007"	"< 1 year"	"1"	Suppressed	567	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2007"	"2007"	"1-4 years"	"1-4"	Suppressed	2007	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2007"	"2007"	"5-14 years"	"5-14"	Suppressed	4014	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2007"	"2007"	"15-24 years"	"15-24"	Suppressed	4540	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2007"	"2007"	"25-34 years"	"25-34"	Suppressed	4139	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2007"	"2007"	"35-44 years"	"35-44"	Suppressed	3501	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2007"	"2007"	"45-54 years"	"45-54"	15	3202	Unreliable	262.2	772.6	121.0	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2007"	"2007"	"55-64 years"	"55-64"	25	2179	1147.3	742.5	1693.7	229.5	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2007"	"2007"	"65-74 years"	"65-74"	33	1492	2211.8	1522.5	3106.2	385.0	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2007"	"2007"	"75-84 years"	"75-84"	32	710	4507.0	3082.8	6362.6	796.7	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2007"	"2007"	"85+ years"	"85+"	24	244	9836.1	6302.2	14635.3	2007.8	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2007"	"2007"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2008"	"2008"	"< 1 year"	"1"	Suppressed	547	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2008"	"2008"	"1-4 years"	"1-4"	Suppressed	1997	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2008"	"2008"	"5-14 years"	"5-14"	Suppressed	4039	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2008"	"2008"	"15-24 years"	"15-24"	Suppressed	4580	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2008"	"2008"	"25-34 years"	"25-34"	Suppressed	4260	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2008"	"2008"	"35-44 years"	"35-44"	Suppressed	3397	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2008"	"2008"	"45-54 years"	"45-54"	15	3307	Unreliable	253.9	748.1	117.1	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2008"	"2008"	"55-64 years"	"55-64"	24	2253	1065.2	682.5	1585.0	217.4	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2008"	"2008"	"65-74 years"	"65-74"	36	1531	2351.4	1646.9	3255.3	391.9	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2008"	"2008"	"75-84 years"	"75-84"	31	752	4122.3	2800.9	5851.3	740.4	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2008"	"2008"	"85+ years"	"85+"	36	267	13483.1	9443.5	18666.3	2247.2	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2008"	"2008"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2009"	"2009"	"< 1 year"	"1"	Suppressed	514	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2009"	"2009"	"1-4 years"	"1-4"	Suppressed	1968	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2009"	"2009"	"5-14 years"	"5-14"	Suppressed	3935	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2009"	"2009"	"15-24 years"	"15-24"	Suppressed	4625	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2009"	"2009"	"25-34 years"	"25-34"	Suppressed	4143	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2009"	"2009"	"35-44 years"	"35-44"	Suppressed	3234	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2009"	"2009"	"45-54 years"	"45-54"	19	3340	Unreliable	342.5	888.3	130.5	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2009"	"2009"	"55-64 years"	"55-64"	20	2363	846.4	517.0	1307.2	189.3	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2009"	"2009"	"65-74 years"	"65-74"	17	1561	Unreliable	634.4	1743.7	264.1	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2009"	"2009"	"75-84 years"	"75-84"	47	791	5941.8	4365.8	7901.4	866.7	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2009"	"2009"	"85+ years"	"85+"	43	295	14576.3	10548.8	19634.1	2222.9	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2009"	"2009"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2010"	"2010"	"< 1 year"	"1"	Suppressed	578	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2010"	"2010"	"1-4 years"	"1-4"	0	1930	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2010"	"2010"	"5-14 years"	"5-14"	Suppressed	3979	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2010"	"2010"	"15-24 years"	"15-24"	Suppressed	4638	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2010"	"2010"	"25-34 years"	"25-34"	Suppressed	4238	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2010"	"2010"	"35-44 years"	"35-44"	Suppressed	3159	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2010"	"2010"	"45-54 years"	"45-54"	14	3365	Unreliable	227.5	698.1	111.2	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2010"	"2010"	"55-64 years"	"55-64"	18	2435	Unreliable	438.1	1168.3	174.2	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2010"	"2010"	"65-74 years"	"65-74"	40	1583	2526.8	1805.2	3440.9	399.5	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2010"	"2010"	"75-84 years"	"75-84"	43	833	5162.1	3735.8	6953.2	787.2	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2010"	"2010"	"85+ years"	"85+"	49	300	16333.3	12083.6	21593.5	2333.3	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2010"	"2010"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2011"	"2011"	"< 1 year"	"1"	Suppressed	516	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2011"	"2011"	"1-4 years"	"1-4"	0	1873	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2011"	"2011"	"5-14 years"	"5-14"	0	3831	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2011"	"2011"	"15-24 years"	"15-24"	Suppressed	4528	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2011"	"2011"	"25-34 years"	"25-34"	Suppressed	3974	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2011"	"2011"	"35-44 years"	"35-44"	Suppressed	3025	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2011"	"2011"	"45-54 years"	"45-54"	17	3289	Unreliable	301.1	827.6	125.4	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2011"	"2011"	"55-64 years"	"55-64"	22	2474	889.2	557.3	1346.3	189.6	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2011"	"2011"	"65-74 years"	"65-74"	41	1676	2446.3	1755.5	3318.7	382.0	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2011"	"2011"	"75-84 years"	"75-84"	42	859	4889.4	3523.8	6609.1	754.5	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2011"	"2011"	"85+ years"	"85+"	43	301	14285.7	10338.6	19242.7	2178.6	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2011"	"2011"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2012"	"2012"	"< 1 year"	"1"	Suppressed	479	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2012"	"2012"	"1-4 years"	"1-4"	0	1778	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2012"	"2012"	"5-14 years"	"5-14"	0	3716	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2012"	"2012"	"15-24 years"	"15-24"	Suppressed	4634	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2012"	"2012"	"25-34 years"	"25-34"	Suppressed	4084	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2012"	"2012"	"35-44 years"	"35-44"	Suppressed	2933	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2012"	"2012"	"45-54 years"	"45-54"	12	3166	Unreliable	195.8	662.1	109.4	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2012"	"2012"	"55-64 years"	"55-64"	23	2545	903.7	572.9	1356.0	188.4	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2012"	"2012"	"65-74 years"	"65-74"	27	1722	1567.9	1033.3	2281.3	301.8	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2012"	"2012"	"75-84 years"	"75-84"	36	875	4114.3	2881.6	5695.9	685.7	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2012"	"2012"	"85+ years"	"85+"	46	291	15807.6	11573.2	21085.1	2330.7	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2012"	"2012"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2013"	"2013"	"< 1 year"	"1"	Suppressed	456	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2013"	"2013"	"1-4 years"	"1-4"	Suppressed	1681	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2013"	"2013"	"5-14 years"	"5-14"	0	3712	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2013"	"2013"	"15-24 years"	"15-24"	Suppressed	4616	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2013"	"2013"	"25-34 years"	"25-34"	Suppressed	4101	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2013"	"2013"	"35-44 years"	"35-44"	Suppressed	2958	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2013"	"2013"	"45-54 years"	"45-54"	10	3042	Unreliable	157.6	604.5	104.0	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2013"	"2013"	"55-64 years"	"55-64"	19	2616	Unreliable	437.3	1134.2	166.6	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2013"	"2013"	"65-74 years"	"65-74"	42	1787	2350.3	1693.9	3176.9	362.7	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2013"	"2013"	"75-84 years"	"75-84"	53	895	5921.8	4435.8	7745.8	813.4	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2013"	"2013"	"85+ years"	"85+"	51	306	16666.7	12409.5	21913.7	2333.8	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2013"	"2013"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2014"	"2014"	"< 1 year"	"1"	Suppressed	435	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2014"	"2014"	"1-4 years"	"1-4"	Suppressed	1660	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2014"	"2014"	"5-14 years"	"5-14"	0	3749	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2014"	"2014"	"15-24 years"	"15-24"	Suppressed	4556	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2014"	"2014"	"25-34 years"	"25-34"	Suppressed	4128	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2014"	"2014"	"35-44 years"	"35-44"	Suppressed	2851	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2014"	"2014"	"45-54 years"	"45-54"	Suppressed	2948	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2014"	"2014"	"55-64 years"	"55-64"	26	2680	970.1	633.7	1421.5	190.3	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2014"	"2014"	"65-74 years"	"65-74"	38	1838	2067.5	1463.1	2837.8	335.4	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2014"	"2014"	"75-84 years"	"75-84"	34	934	3640.3	2521.0	5086.9	624.3	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2014"	"2014"	"85+ years"	"85+"	48	315	15238.1	11235.4	20203.4	2199.4	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2014"	"2014"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2015"	"2015"	"< 1 year"	"1"	Suppressed	478	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2015"	"2015"	"1-4 years"	"1-4"	0	1619	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2015"	"2015"	"5-14 years"	"5-14"	Suppressed	3593	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2015"	"2015"	"15-24 years"	"15-24"	Suppressed	4382	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2015"	"2015"	"25-34 years"	"25-34"	Suppressed	4099	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2015"	"2015"	"35-44 years"	"35-44"	Suppressed	2851	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2015"	"2015"	"45-54 years"	"45-54"	13	2908	Unreliable	238.0	764.5	124.0	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2015"	"2015"	"55-64 years"	"55-64"	24	2745	874.3	560.2	1300.9	178.5	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2015"	"2015"	"65-74 years"	"65-74"	40	1900	2105.3	1504.0	2866.8	332.9	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2015"	"2015"	"75-84 years"	"75-84"	55	992	5544.4	4176.8	7216.8	747.6	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2015"	"2015"	"85+ years"	"85+"	46	309	14886.7	10899.0	19856.8	2194.9	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2015"	"2015"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2016"	"2016"	"< 1 year"	"1"	Suppressed	447	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2016"	"2016"	"1-4 years"	"1-4"	0	1697	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2016"	"2016"	"5-14 years"	"5-14"	0	3564	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2016"	"2016"	"15-24 years"	"15-24"	Suppressed	4157	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2016"	"2016"	"25-34 years"	"25-34"	10	4172	Unreliable	114.9	440.8	75.8	0.0%
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2016"	"2016"	"35-44 years"	"35-44"	Suppressed	2912	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Elmore County, ID"	"16039"	"2016"	"2016"	"45-54 years"	"45-54"	13	2849	Unreliable	243.0	780.3	126.6	0.0%
